brand,name,url,image,unit,price_original,price_sale,saving_amount,saving_pct,rebate_raw,stock_qty,stock_text,pickup,delivery
UBERHAUS,"Capuchon de médaillon Uberhaus, polyuréthane, blanc, moulure décorative",https://www.rona.ca/fr/produit/capuchon-de-medaillon-uberhaus-polyurethane-blanc-moulure-decorative-fd-104-07415011,https://cdn.rona.ca/images/07415011_M.jpg,chacun,10.99,8.0,2.99,27.21,"2,75 $",12.0,12 en magasin,Ramassage en magasin,Livraison
RAIN BIRD,"Adaptateur en coude Rain Bird pour tuyau goutte à goutte 0,5 po",https://www.rona.ca/fr/produit/adaptateur-en-coude-rain-bird-pour-tuyau-goutte-a-goutte-0-5-po-eafpt-1sx-63205004,https://cdn.rona.ca/images/63205004_M.jpg,chacun,10.99,8.0,2.99,27.21,"2,99 $",28.0,28 en magasin,Ramassage en magasin,Livraison
RAIN BIRD,Outil de pose Rain Bird pour raccords d'arrosage goutte à goutte,https://www.rona.ca/fr/produit/outil-de-pose-rain-bird-pour-raccords-darrosage-goutte-a-goutte-et-1-32025047,https://cdn.rona.ca/images/32025047_M.jpg,chacun,11.99,9.0,2.99,24.94,"2,99 $",14.0,14 en magasin,Ramassage en magasin,Livraison
NORTON,"Meule pour maçonnerie Norton, 10 po dia x 3/32 po H., arbre 5/8 po, type 1-41, carbure de silicium",https://www.rona.ca/fr/produit/meule-pour-maconnerie-norton-10-po-dia-x-3-32-po-h-arbre-5-8-po-type-1-41-carbure-de-silicium-07660789391-02075371,https://cdn.rona.ca/images/02075371_M.jpg,chacun,12.99,10.0,2.99,23.02,"2,99 $",5.0,5 en magasin,Ramassage en magasin,Livraison
RAIN BIRD,Trousse de réparation Rain Bird pour diaphragme de valve d'irrigation,https://www.rona.ca/fr/produit/trousse-de-reparation-rain-bird-pour-diaphragme-de-valve-dirrigation-drk-cp-32025013,https://cdn.rona.ca/images/32025013_M.jpg,chacun,12.99,10.0,2.99,23.02,"2,99 $",4.0,4 en magasin,Ramassage en magasin,Livraison
MINWAX,Teinture d'intérieur pour bois - Rouge sedona,https://www.rona.ca/fr/produit/minwax-teinture-dinterieur-pour-bois-rouge-sedona-cm2220144-1449302,https://cdn.rona.ca/images/1449302_M.jpg,chacun,14.99,12.0,2.99,19.95,"2,25 $",2.0,2 en magasin,Ramassage en magasin,Livraison
ATLAS,"Chambre à air pour pneu Atlas, jante de 6 po",https://www.rona.ca/fr/produit/chambre-a-air-pour-pneu-atlas-jante-de-6-po-at-0119-02225249,https://cdn.rona.ca/images/02225249_M.jpg,chacun,16.99,14.0,2.9899999999999984,17.6,"2,04 $",2.0,2 en magasin,Ramassage en magasin,Livraison
CRAFTSMAN,"Filtre à air CRAFTSMAN pour tracteur à gazon 13,5 - 19,5 HP",https://www.rona.ca/fr/produit/filtre-a-air-craftsman-pour-tracteur-a-gazon-13-5-19-5-hp-cmxgzam200080-02225491,https://cdn.rona.ca/images/02225491_M.jpg,chacun,31.99,29.0,2.9899999999999984,9.35,2 $,2.0,2 en magasin,Ramassage en magasin,Livraison
RONA,"Mini manchon de rechange Rona, sans peluche, 6 po l., paquet de 2",https://www.rona.ca/fr/produit/mini-manchon-de-rechange-rona-sans-peluche-6-po-l-paquet-de-2-20155018,https://cdn.rona.ca/images/20155018_M.jpg,chacun,4.79,2.0,2.79,58.25,"2,39 $",1.0,1 en magasin,Ramassage en magasin,Livraison
ENERGIZER,Piles alcalines,https://www.rona.ca/fr/produit/energizer-piles-alcalines-e95bp2-0333011,https://cdn.rona.ca/images/0333011_M.jpg,chaque,6.79,4.0,2.79,41.09,"2,79 $",9.0,9 en magasin,Ramassage en magasin,Livraison
CUBEICALS,"Tiroir en tissu Cubeicals de ClosetMaid, vert, 2 poignées, polypropylène nontissé, 11 po H. x 10,5 po l. x 10,5 po P.",https://www.rona.ca/fr/produit/tiroir-en-tissu-cubeicals-de-closetmaid-vert-2-poignees-polypropylene-nontisse-11-po-h-x-10-5-po-l-x-10-5-po-p-865400-3648085,https://cdn.rona.ca/images/3648085_M.jpg,chacun,8.79,6.0,2.789999999999999,31.74,"2,64 $",2.0,2 en magasin,Ramassage en magasin,Livraison
EATON,Connecteur industriel Eaton Arrow Hart 15 amps jaune 3 fils,https://www.rona.ca/fr/produit/connecteur-industriel-eaton-arrow-hart-15-amps-jaune-3-fils-ah5969y-f-l-04805870,https://cdn.rona.ca/images/04805870_M.jpg,chacun,10.79,8.0,2.789999999999999,25.86,"2,70 $",7.0,7 en magasin,Ramassage en magasin,Livraison
ATLAS,"Fils de coupe-bordure précoupés Atlas monofilement 0,13 po de diamètre, 15/pqt",https://www.rona.ca/fr/produit/fils-de-coupe-bordure-precoupes-atlas-monofilement-0-13-po-de-diametre-15-pqt-at-0215-02225244,https://cdn.rona.ca/images/02225244_M.jpg,chacun,11.79,9.0,2.789999999999999,23.66,"1,80 $",1.0,1 en magasin,Ramassage en magasin,Livraison
RAIN BIRD,Arroseur à impact Rain Bird avec buses,https://www.rona.ca/fr/produit/arroseur-a-impact-rain-bird-avec-buses-32025091,https://cdn.rona.ca/images/32025091_M.jpg,chacun,14.79,12.0,2.789999999999999,18.86,"2,79 $",9.0,9 en magasin,Ramassage en magasin,Livraison
WOODS,"Multiprise à 6 prises, 3', blanc",https://www.rona.ca/fr/produit/woods-multiprise-a-6-prises-3-blanc-41497lc-74045213,https://cdn.rona.ca/images/74045213_M.jpg,chacun,15.79,13.0,2.789999999999999,17.67,"2,37 $",2.0,2 en magasin,Ramassage en magasin,Livraison
HUSQVARNA,"Bobine de fil à coupe-bordures Husqvarna T35 à chargement rapide 0,095 po x 20 pi",https://www.rona.ca/fr/produit/bobine-de-fil-a-coupe-bordures-husqvarna-t35-a-chargement-rapide-0-095-po-x-20-pi-596784001-82305347,https://cdn.rona.ca/images/82305347_M.jpg,chacun,16.79,14.0,2.789999999999999,16.62,"1,80 $",9.0,9 en magasin,Ramassage en magasin,Livraison
LUTRON,Plaque murale simple à bascule Fassada de Lutron blanche,https://www.rona.ca/fr/produit/plaque-murale-simple-a-bascule-fassada-de-lutron-blanche-fg-1-wh-34775068,https://cdn.rona.ca/images/34775068_M.jpg,chacun,7.69,5.0,2.6900000000000004,34.98,"1,92 $",1.0,1 en magasin,Ramassage en magasin,Livraison
EATON,"Rallonge de douille Eaton à culot moyen, noir",https://www.rona.ca/fr/produit/rallonge-de-douille-eaton-a-culot-moyen-noir-1054-sp-l-04805996,https://cdn.rona.ca/images/04805996_M.jpg,chacun,8.69,6.0,2.6899999999999995,30.96,"2,17 $",3.0,3 en magasin,Ramassage en magasin,Livraison
WOODS,Rallonge d'intérieur pour air climatisé,https://www.rona.ca/fr/produit/woods-rallonge-dinterieur-pour-air-climatise-64789601-0238097,https://cdn.rona.ca/images/0238097_M.jpg,chacun,9.69,7.0,2.6899999999999995,27.76,"1,94 $",5.0,5 en magasin,Ramassage en magasin,Livraison
WOODS,"Rallonge d'intérieur Woods à trois prises 13,1 pi de calibre 16/2, noir",https://www.rona.ca/fr/produit/rallonge-dinterieur-woods-a-trois-prises-13-1-pi-de-calibre-16-2-noir-64786301-32045016,https://cdn.rona.ca/images/32045016_M.jpg,chacun,10.69,8.0,2.6899999999999995,25.16,"2,14 $",12.0,12 en magasin,Ramassage en magasin,Livraison
EATON,"Plaque murale Eaton ronde à 1 prise en acier inoxydable, taille standard (1/pqt)",https://www.rona.ca/fr/produit/plaque-murale-eaton-ronde-a-1-prise-en-acier-inoxydable-taille-standard-1-pqt-93221-f-l-04806011,https://cdn.rona.ca/images/04806011_M.jpg,chacun,7.59,5.0,2.59,34.12,"1,90 $",9.0,9 en magasin,Ramassage en magasin,Livraison
CRAFTSMAN,"Tournevis plat CRAFTSMAN en acier, 1/4 po x 1-1/2 po, bleu et rouge",https://www.rona.ca/fr/produit/tournevis-plat-craftsman-en-acier-1-4-po-x-1-1-2-po-bleu-et-rouge-cmht65013-00276973,https://cdn.rona.ca/images/00276973_M.jpg,chacun,7.59,5.0,2.59,34.12,"2,59 $",2.0,2 en magasin,Ramassage en magasin,Livraison
WOODS,Rallonge d'extérieur 14 pi,https://www.rona.ca/fr/produit/woods-rallonge-dexterieur-14-pi-542711-0238145,https://cdn.rona.ca/images/0238145_M.jpg,chacun,11.59,9.0,2.59,22.35,"2,32 $",13.0,13 en magasin,Ramassage en magasin,Livraison
KNAPE & VOGT,Supports à tablette à fente unique Knape & Vogt - Fini en titane - Acier - 8 po L. x 5/8 po l.,https://www.rona.ca/fr/produit/supports-a-tablette-a-fente-unique-knape-vogt-fini-en-titane-acier-8-po-l-x-5-8-po-l-180hpti8-0233218,https://cdn.rona.ca/images/0233218_M.jpg,chacun,5.49,3.0,2.49,45.36,"1,65 $",26.0,26 en magasin,Ramassage en magasin,Livraison
SPYDER,"Jeu d'embouts carrés nº 1 en acier pour tournevis à chocs Mach-Blue de Spyder, 1/4 x 1 po, 2 embouts",https://www.rona.ca/fr/produit/jeu-dembouts-carres-n-1-en-acier-pour-tournevis-a-chocs-mach-blue-de-spyder-1-4-x-1-po-2-embouts-19036ca-65165151,https://cdn.rona.ca/images/65165151_M.jpg,chacun,5.49,3.0,2.49,45.36,"2,49 $",3.0,3 en magasin,Ramassage en magasin,Livraison
SPYDER,"Jeu d'embouts cruciformes nº 2 en acier pour tournevis à chocs Mach-Blue de Spyder, 1/4 x 1 po, 2 embouts",https://www.rona.ca/fr/produit/jeu-dembouts-cruciformes-n-2-en-acier-pour-tournevis-a-chocs-mach-blue-de-spyder-1-4-x-1-po-2-embouts-19034ca-65165149,https://cdn.rona.ca/images/65165149_M.jpg,chacun,5.49,3.0,2.49,45.36,"2,49 $",2.0,2 en magasin,Ramassage en magasin,Livraison
SPYDER,"Jeu d'embouts carrés nº 2 en acier pour tournevis à chocs Mach-Blue de Spyder, 1/4 x 1 po, 2 embouts",https://www.rona.ca/fr/produit/jeu-dembouts-carres-n-2-en-acier-pour-tournevis-a-chocs-mach-blue-de-spyder-1-4-x-1-po-2-embouts-19037ca-65165154,https://cdn.rona.ca/images/65165154_M.jpg,chacun,5.49,3.0,2.49,45.36,"2,49 $",3.0,3 en magasin,Ramassage en magasin,Livraison
OATEY,Soudure,https://www.rona.ca/fr/produit/oatey-soudure-48301-1120098,https://cdn.rona.ca/images/1120098_M.jpg,chacun,6.49,4.0,2.49,38.37,"2,49 $",8.0,8 en magasin,Ramassage en magasin,Livraison
MONO,"Scellant insonorisant Mono de DAP, butylcaoutchouc synthétique, gris foncé, non durcissant",https://www.rona.ca/fr/produit/scellant-insonorisant-mono-de-dap-butylcaoutchouc-synthetique-gris-fonce-non-durcissant-75400-04915174,https://cdn.rona.ca/images/04915174_M.jpg,chacun,7.49,5.0,2.49,33.24,"1,87 $",1.0,1 en magasin,Ramassage en magasin,Livraison
KNAPE & VOGT,"Support d'étagère série 225 de Knape & Vogt, Pilaster, acier, blanc, 5/8 po l. x 3/16 po p. x 36 po L.",https://www.rona.ca/fr/produit/support-detagere-serie-225-de-knape-vogt-pilaster-acier-blanc-5-8-po-l-x-3-16-po-p-x-36-po-l-pk255wh-36-0233250,https://cdn.rona.ca/images/0233250_M.jpg,chacun,7.49,5.0,2.49,33.24,"2,25 $",16.0,16 en magasin,Ramassage en magasin,Livraison
KNAPE & VOGT,"Pièces d'ancrage au fini zinc, paquet de 18",https://www.rona.ca/fr/produit/pieces-dancrage-au-fini-zinc-paquet-de-18-0233026,https://cdn.rona.ca/images/0233026_M.jpg,paquet,7.49,5.0,2.49,33.24,"2,25 $",14.0,14 en magasin,Ramassage en magasin,Livraison
KNAPE & VOGT,Supports d'étagère Pilaster de Knape & Vogt - Fini en zinc - Acier - 36 po L. x 5/8 po l.,https://www.rona.ca/fr/produit/supports-detagere-pilaster-de-knape-vogt-fini-en-zinc-acier-36-po-l-x-5-8-po-l-pk255zc-36-0233242,https://cdn.rona.ca/images/0233242_M.jpg,chacun,7.49,5.0,2.49,33.24,"2,25 $",12.0,12 en magasin,Ramassage en magasin,Livraison
SHUR-TRIM,"Moulure réductrice de plancher Shur-Trim, chêne doré, teinte moyenne, prête à peindre, 1 3/4 po l. x 3 pi L.",https://www.rona.ca/fr/produit/moulure-reductrice-de-plancher-shur-trim-chene-dore-teinte-moyenne-prete-a-peindre-1-3-4-po-l-x-3-pi-l-fw3810gdn03-00975236,https://cdn.rona.ca/images/00975236_M.jpg,chacun,10.49,8.0,2.49,23.74,"2,10 $",9.0,9 en magasin,Ramassage en magasin,Livraison
WOODS,"Rallonge d'intérieur Woods, blanc, 9 pi, 16/2",https://www.rona.ca/fr/produit/rallonge-dinterieur-woods-blanc-9-pi-16-2-64826801-74045253,https://cdn.rona.ca/images/74045253_M.jpg,chacun,11.49,9.0,2.49,21.67,"2,30 $",14.0,14 en magasin,Ramassage en magasin,Livraison
EATON,"Gradateur rotatif unipolaire non préréglé Eaton, blanc et ivoire, 120 volts, 600 W",https://www.rona.ca/fr/produit/gradateur-rotatif-unipolaire-non-preregle-eaton-blanc-et-ivoire-120-volts-600-w-04805403,https://cdn.rona.ca/images/04805403_M.jpg,chacun,12.49,10.0,2.49,19.94,"2,49 $",1.0,1 en magasin,Ramassage en magasin,Livraison
EATON,"Bouton de gradateur rotatif de rechange par Eaton, thermoplastique, unipolaire, 600 W, 120 V",https://www.rona.ca/fr/produit/bouton-de-gradateur-rotatif-de-rechange-par-eaton-thermoplastique-unipolaire-600-w-120-v-0480557,https://cdn.rona.ca/images/0480557_M.jpg,chacun,12.49,10.0,2.49,19.94,"2,49 $",1.0,1 en magasin,Ramassage en magasin,Livraison
AIR KING,Tampon d'évaporateur pour humificateur 90S Air King,https://www.rona.ca/fr/produit/tampon-devaporateur-pour-humificateur-90s-air-king-4a417256-0435027,https://cdn.rona.ca/images/0435027_M.jpg,chacun,15.49,13.0,2.49,16.07,"2,49 $",21.0,21 en magasin,Ramassage en magasin,Livraison
CRAFTSMAN,"Ensemble de joints pour CRAFTSMAN VersaTrack, pqt/4",https://www.rona.ca/fr/produit/ensemble-de-joints-pour-craftsman-versatrack-pqt-4-cmst82610vt-16765032,https://cdn.rona.ca/images/16765032_M.jpg,chacun,15.49,13.0,2.49,16.07,"2,32 $",3.0,3 en magasin,Ramassage en magasin,Livraison
KOBALT,Lame de tondeuse Kobalt à usages multiples acier 20 po,https://www.rona.ca/fr/produit/lame-de-tondeuse-kobalt-a-usages-multiples-acier-20-po-2905003a-41536377,https://cdn.rona.ca/images/41536377_M.jpg,chacun,22.49,20.0,2.4899999999999984,11.07,"2,47 $",5.0,5 en magasin,Ramassage en magasin,Livraison
ATLAS,"Chambre à air pour pneu de tondeuse autoportée Atlas, jante de 6 po",https://www.rona.ca/fr/produit/chambre-a-air-pour-pneu-de-tondeuse-autoportee-atlas-jante-de-6-po-at-0111-02225246,https://cdn.rona.ca/images/02225246_M.jpg,chacun,26.49,24.0,2.4899999999999984,9.4,"1,50 $",1.0,1 en magasin,Ramassage en magasin,Livraison
MONO SERRA,"Tuiles de céramique Mono Serra taupe lustré, 4 po x 12 po, 9,69 pi², antibactériennes",https://www.rona.ca/fr/produit/tuiles-de-ceramique-mono-serra-taupe-lustre-4-po-x-12-po-9-69-pi2-antibacteriennes-cc-244-84666080,https://cdn.rona.ca/images/84666080_M.jpg,pi ca,6.47,4.0,2.4699999999999998,38.18,24%,19.0,19 en magasin,Ramassage en magasin,Livraison
TOUCH 'N FOAM,Scellant a expension minimale Touch'n Foam polyuréthane 16 oz.,https://www.rona.ca/fr/produit/touch-n-foam-scellant-a-expension-minimale-touchn-foam-polyurethane-16-oz-7565062416-76795009,https://cdn.rona.ca/images/76795009_M.jpg,chacun,12.35,10.0,2.3499999999999996,19.03,"1,85 $",29.0,29 en magasin,Ramassage en magasin,Livraison
MONO SERRA,"Carreaux de porcelaine noir anthracite Lappato pour plancher Futura de Mono Serra, 12 po l. x 24 po L.",https://www.rona.ca/fr/produit/carreaux-de-porcelaine-noir-anthracite-lappato-pour-plancher-futura-de-mono-serra-12-po-l-x-24-po-l-hh-162-84665798,https://cdn.rona.ca/images/84665798_M.jpg,pi ca,4.29,2.0,2.29,53.38,40%,14.0,14 en magasin,Ramassage en magasin,Livraison
MONO SERRA,"Carreaux muraux de céramique pour décor intérieur Mono Serra, gris, 10 po l. x 30 po L., antibactériens",https://www.rona.ca/fr/produit/carreaux-muraux-de-ceramique-pour-decor-interieur-mono-serra-gris-10-po-l-x-30-po-l-antibacteriens-cc-125-84665741,https://cdn.rona.ca/images/84665741_M.jpg,pi ca,5.29,3.0,2.29,43.29,37%,7.0,7 en magasin,Ramassage en magasin,Livraison
EATON,"Douille de lampe Eaton en laiton à base moyenne, capacité de 660 W et 250 V",https://www.rona.ca/fr/produit/douille-de-lampe-eaton-en-laiton-a-base-moyenne-capacite-de-660-w-et-250-v-940abd-f-l-04805918,https://cdn.rona.ca/images/04805918_M.jpg,chacun,5.29,3.0,2.29,43.29,"1,32 $",2.0,2 en magasin,Ramassage en magasin,Livraison
EATON,"Douille de lampe Eaton en laiton, 250 watts",https://www.rona.ca/fr/produit/douille-de-lampe-eaton-en-laiton-250-watts-917abd-f-l-04805954,https://cdn.rona.ca/images/04805954_M.jpg,chacun,5.29,3.0,2.29,43.29,"1,32 $",3.0,3 en magasin,Ramassage en magasin,Livraison
EATON,"Douille de lampe Eaton de 660 watts, bronze",https://www.rona.ca/fr/produit/douille-de-lampe-eaton-de-660-watts-bronze-980abd-f-l-04805787,https://cdn.rona.ca/images/04805787_M.jpg,chacun,5.29,3.0,2.29,43.29,"1,32 $",4.0,4 en magasin,Ramassage en magasin,Livraison
NORTON,"Meule à tronçonner le métal Norton, 4 po dia x 1/8 po p., arbre 5/8 po, type 27, grain 24",https://www.rona.ca/fr/produit/meule-a-tronconner-le-metal-norton-4-po-dia-x-1-8-po-p-arbre-5-8-po-type-27-grain-24-66252842014-77375727,https://cdn.rona.ca/images/77375727_M.jpg,chacun,5.29,3.0,2.29,43.29,"2,29 $",11.0,11 en magasin,Ramassage en magasin,Livraison
NORTON,"Meule à tronçonner en métal Norton, type 1, noire, 10 po dia",https://www.rona.ca/fr/produit/meule-a-tronconner-en-metal-norton-type-1-noire-10-po-dia-7660789390-02075370,https://cdn.rona.ca/images/02075370_M.jpg,chacun,12.29,10.0,2.289999999999999,18.63,"2,29 $",3.0,3 en magasin,Ramassage en magasin,Livraison
AQUA-DYNAMIC,Mamelon galvanisé 1 po x 5 po,https://www.rona.ca/fr/produit/aqua-dynamic-mamelon-galvanise-1-po-x-5-po-5565-050-0173558,https://cdn.rona.ca/images/0173558_M.jpg,chacun,4.19,2.0,2.1900000000000004,52.27,"2,09 $",18.0,18 en magasin,Ramassage en magasin,Livraison
HILLMAN,"Balise d'entrée réfléchissante en fibre de verre Hillman 72 po, orange/argent",https://www.rona.ca/fr/produit/balise-dentree-reflechissante-en-fibre-de-verre-hillman-72-po-orange-argent-840386-63876519,https://cdn.rona.ca/images/63876519_M.jpg,chacun,5.19,3.0,2.1900000000000004,42.2,"1,30 $",10.0,10 en magasin,Ramassage en magasin,Livraison
KNAPE & VOGT,Supports à tablette à fente double Knape & Vogt - Blanc - Acier - 7 po L. x 1 15/16 po l.,https://www.rona.ca/fr/produit/supports-a-tablette-a-fente-double-knape-vogt-blanc-acier-7-po-l-x-1-15-16-po-l-182wh7-0233013,https://cdn.rona.ca/images/0233013_M.jpg,chacun,6.19,4.0,2.1900000000000004,35.38,"1,86 $",21.0,21 en magasin,Ramassage en magasin,Livraison
KRAZY GLUE,"Krazy Glue en gel à adhérence maximale, 2 ml",https://www.rona.ca/fr/produit/krazy-glue-en-gel-a-adherence-maximale-2-ml-10810-06935052,https://cdn.rona.ca/images/06935052_M.jpg,chacun,6.19,4.0,2.1900000000000004,35.38,"2,17 $",4.0,4 en magasin,Ramassage en magasin,Livraison
LUTRON,Bouton de remplacement pour gradateur Dalia Lutron amande,https://www.rona.ca/fr/produit/bouton-de-remplacement-pour-gradateur-dalia-lutron-amande-rcl-rk-la-34775057,https://cdn.rona.ca/images/34775057_M.jpg,chacun,6.19,4.0,2.1900000000000004,35.38,"1,55 $",1.0,1 en magasin,Ramassage en magasin,Livraison
KAYCAN,"Coude carré pour gouttière Kaycan au fini blanc semi-brillant en aluminium, 2 1/2 po L. x 2 1/2 po l.",https://www.rona.ca/fr/produit/coude-carre-pour-gouttiere-kaycan-au-fini-blanc-semi-brillant-en-aluminium-2-1-2-po-l-x-2-1-2-po-l-251325-55395175,https://cdn.rona.ca/images/55395175_M.jpg,chacun,3.19,1.0,2.19,68.65,"1,59 $",54.0,54 en magasin,Ramassage en magasin,Livraison
GILMOUR,"Réparateur à clavettes, laiton, 5/8""",https://www.rona.ca/fr/produit/reparateur-a-clavettes-laiton-5-8-20245047,https://cdn.rona.ca/images/20245047_M.jpg,chacun,3.19,1.0,2.19,68.65,"1,28 $",40.0,40 en magasin,Ramassage en magasin,Livraison
SIMMS,"Outil de nettoyage pour pinceau et rouleau Simms, 3 en 1, plastique, 7 1/2 po L. x 2 1/2 po l. x 3/8 po",https://www.rona.ca/fr/produit/outil-de-nettoyage-pour-pinceau-et-rouleau-simms-3-en-1-plastique-7-1-2-po-l-x-2-1-2-po-l-x-3-8-po-6375-01585123,https://cdn.rona.ca/images/01585123_M.jpg,chacun,3.19,1.0,2.19,68.65,"1,59 $",2.0,2 en magasin,Ramassage en magasin,Livraison
,"Rallonge en tissu pour intérieur, 2,5 m, 16/2 AWG, 13 A",https://www.rona.ca/fr/produit/rallonge-en-tissu-pour-interieur-2-5-m-16-2-awg-13-a-64598001-32045046,https://cdn.rona.ca/images/32045046_M.jpg,chacun,9.19,7.0,2.1899999999999995,23.83,"1,84 $",14.0,14 en magasin,Ramassage en magasin,Livraison
SOUTHWIRE,"Rallonge intérieure en thermoplastique et tissu, 16/2, 2,5 m",https://www.rona.ca/fr/produit/southwire-rallonge-interieure-en-thermoplastique-et-tissu-16-2-2-5-m-64598101-32045047,https://cdn.rona.ca/images/32045047_M.jpg,chacun,9.19,7.0,2.1899999999999995,23.83,"1,38 $",19.0,19 en magasin,Ramassage en magasin,Livraison
ARNOLD,Housse universelle Arnold pour tracteur à gazon,https://www.rona.ca/fr/produit/housse-universelle-arnold-pour-tracteur-a-gazon-490-290-0013-80495113,https://cdn.rona.ca/images/80495113_M.jpg,chacun,45.99,44.0,1.990000000000002,4.33,1 $,2.0,2 en magasin,Ramassage en magasin,Livraison
RICHARD,"Feuilles abrasives rondes A. Richard Tools 5 po 120 grain, 5/pqt",https://www.rona.ca/fr/produit/feuilles-abrasives-rondes-a-richard-tools-5-po-120-grain-5-pqt-18151-5-02715603,https://cdn.rona.ca/images/02715603_M.jpg,chacun,3.99,2.0,1.9900000000000002,49.87,"1,20 $",2.0,2 en magasin,Ramassage en magasin,Livraison
POST-IT,"Bloc-notes Post-it super collants de 3 x 3 po, couleurs vibrantes, paquet de 3",https://www.rona.ca/fr/produit/bloc-notes-post-it-super-collants-de-3-x-3-po-couleurs-vibrantes-paquet-de-3-3321-ssau-02095671,https://cdn.rona.ca/images/02095671_M.jpg,chacun,3.99,2.0,1.9900000000000002,49.87,1 $,5.0,5 en magasin,Ramassage en magasin,Livraison
RICHARD,"Feuilles abrasives rondes A. Richard Tools 5 po 150 grain, 5/pqt",https://www.rona.ca/fr/produit/feuilles-abrasives-rondes-a-richard-tools-5-po-150-grain-5-pqt-18152-5-02715604,https://cdn.rona.ca/images/02715604_M.jpg,chacun,3.99,2.0,1.9900000000000002,49.87,"1,20 $",10.0,10 en magasin,Ramassage en magasin,Livraison
AQUA-DYNAMIC,«T» galvanisé 1 po,https://www.rona.ca/fr/produit/aqua-dynamic-t-galvanise-1-po-5510-605-0173668,https://cdn.rona.ca/images/0173668_M.jpg,chacun,3.99,2.0,1.9900000000000002,49.87,"1,99 $",7.0,7 en magasin,Ramassage en magasin,Livraison
DEWALT,"Embout pour tournevis Torx DEWALT, acier, tige hexagonale 1/4 po, T15, 2 po",https://www.rona.ca/fr/produit/embout-pour-tournevis-torx-dewalt-acier-tige-hexagonale-1-4-po-t15-2-po-dw2648-00275849,https://cdn.rona.ca/images/00275849_M.jpg,chacun,3.99,2.0,1.9900000000000002,49.87,"1,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
SIERRA,"Bougies à la citronnelle, Sierra, paquet de 25, assorti",https://www.rona.ca/fr/produit/bougies-a-la-citronnelle-sierra-paquet-de-25-assorti-0425-18695066,https://cdn.rona.ca/images/18695066_M.jpg,chacun,4.99,3.0,1.9900000000000002,39.88,"1,25 $",4.0,4 en magasin,Ramassage en magasin,Livraison
KNAPE & VOGT,Supports à tablette à fente unique Knape & Vogt - Blanc - Acier - 6 po L. x 5/8 po l.,https://www.rona.ca/fr/produit/supports-a-tablette-a-fente-unique-knape-vogt-blanc-acier-6-po-l-x-5-8-po-l-180hpwh6-0233221,https://cdn.rona.ca/images/0233221_M.jpg,chacun,4.99,3.0,1.9900000000000002,39.88,"1,50 $",23.0,23 en magasin,Ramassage en magasin,Livraison
CLOSETMAID,"Support pour tringle de placard ClosetMaid, résine, 5,75 po H. x 3,87 po P. x 0,87 po l., nickel",https://www.rona.ca/fr/produit/support-pour-tringle-de-placard-closetmaid-resine-5-75-po-h-x-3-87-po-p-x-0-87-po-l-nickel-392500-36485199,https://cdn.rona.ca/images/36485199_M.jpg,chacun,4.99,3.0,1.9900000000000002,39.88,"1,50 $",14.0,14 en magasin,Ramassage en magasin,Livraison
ALTERRA,"Gants de jardinage en en polyester avec enduit en polyuréthane pour femme moyen/grand, Alterra, 1 paires-paquet",https://www.rona.ca/fr/produit/gants-de-jardinage-en-en-polyester-avec-enduit-en-polyurethane-pour-femme-moyen-grand-alterra-1-paires-paquet-751263atml-01786349,https://cdn.rona.ca/images/01786349_M.jpg,chacun,4.99,3.0,1.9900000000000002,39.88,1 $,5.0,5 en magasin,Ramassage en magasin,Livraison
SPYDER,"Jeu d'embouts hexalobés T25 en acier pour visseuse à chocs Mach-Blue de Spyder, 2 pièces, 1/4 x 1 po",https://www.rona.ca/fr/produit/jeu-dembouts-hexalobes-t25-en-acier-pour-visseuse-a-chocs-mach-blue-de-spyder-2-pieces-1-4-x-1-po-19042ca-65165259,https://cdn.rona.ca/images/65165259_M.jpg,chacun,4.99,3.0,1.9900000000000002,39.88,"1,99 $",13.0,13 en magasin,Ramassage en magasin,Livraison
MIRACLE-GRO,Attaches torsadée pour plantes de 8 po Miracle-Gro 100/pqt,https://www.rona.ca/fr/produit/attaches-torsadee-pour-plantes-de-8-po-miracle-gro-100-pqt-smg13054-20555102,https://cdn.rona.ca/images/20555102_M.jpg,chacun,4.99,3.0,1.9900000000000002,39.88,"1,25 $",1.0,1 en magasin,Ramassage en magasin,Livraison
SPYDER,"Jeu d'embouts à six lobes T30 en acier pour tournevis à chocs Mach-Blue de Spyder, 1/4 x 1 po, 2 embouts",https://www.rona.ca/fr/produit/jeu-dembouts-a-six-lobes-t30-en-acier-pour-tournevis-a-chocs-mach-blue-de-spyder-1-4-x-1-po-2-embouts-19043ca-65165157,https://cdn.rona.ca/images/65165157_M.jpg,chacun,4.99,3.0,1.9900000000000002,39.88,"1,99 $",6.0,6 en magasin,Ramassage en magasin,Livraison
SPYDER,"Jeu d'embouts cruciformes nº 1 en acier pour tournevis à chocs Mach-Blue de Spyder, 1/4 x 1 po, 2 embouts",https://www.rona.ca/fr/produit/jeu-dembouts-cruciformes-n-1-en-acier-pour-tournevis-a-chocs-mach-blue-de-spyder-1-4-x-1-po-2-embouts-19033ca-65165155,https://cdn.rona.ca/images/65165155_M.jpg,chacun,4.99,3.0,1.9900000000000002,39.88,"1,99 $",6.0,6 en magasin,Ramassage en magasin,Livraison
